,domain,VT_scan,isNXDomain,perNumChars,VtoC,lenDomain,SymToChar,TLD,class
2870,obagnwtdynwh.co.uk,0,0,0,33,18,12,uk,1
2871,ojpnncvctxeg.info,0,0,0,33,17,6,info,1
2872,pvkknhgpgedm.com,0,0,0,15,16,7,com,1
2873,pgkfammdkbve.net,0,0,0,25,16,7,net,1
2874,qsfcarwqwhuk.biz,0,0,0,25,16,7,biz,1
2875,qbujawyprrcj.ru,0,0,0,27,15,7,ru,1
2876,rnpgacjdexbp.org,0,0,0,25,16,7,org,1
2877,xvyjkgygosys.co.uk,0,0,0,23,18,12,uk,1
2878,lttbaoufkkoy.info,0,0,0,60,17,6,info,1
2879,anjkpqlftyxc.com,0,0,0,15,16,7,com,1
2880,nlecfyhepqni.net,0,0,0,36,16,7,net,1
2881,anefwbctmmwv.biz,0,0,0,25,16,7,biz,1
2882,nlywmjxsiemc.ru,0,0,0,27,15,7,ru,1
2883,cfogclosrsvf.org,0,0,0,25,16,7,org,1
2884,pdjxrtkrnkll.co.uk,0,0,0,14,18,12,uk,1
2885,cahvjqijermy.info,0,0,0,45,17,6,info,1
2886,dmcsjycdadtj.com,0,0,0,15,16,7,com,1
2887,errwobuijxli.net,0,0,0,67,16,7,net,1
2888,femtojocfjss.biz,0,0,0,36,16,7,biz,1
2889,ermrvllwclkc.ru,0,0,0,17,15,7,ru,1
2890,fehovtfqxwrm.org,0,0,0,25,16,7,org,1
2891,gjwsbvxvhrjl.co.uk,0,0,0,14,18,12,uk,1
2892,hvrpberpddqv.info,0,0,0,23,17,6,info,1
2893,ektjdikdsmyf.com,0,0,0,25,16,7,com,1
2894,riobsnwyfywp.net,0,0,0,25,16,7,net,1
2895,ffendypjgnvs.biz,0,0,0,15,16,7,biz,1
2896,sdyfsecfsatd.ru,0,0,0,27,15,7,ru,1
2897,iiydgdleubuy.org,0,0,0,67,16,7,org,1
2898,vgtuvixahnsj.co.uk,0,0,0,45,18,12,uk,1
2899,jdjhgtqkicrm.info,0,0,0,23,17,6,info,1
2900,wbeyvydguopw.com,0,0,0,36,16,7,com,1
2901,iocvcstuilup.net,0,0,0,67,16,7,net,1
2902,jbwscxeiurtv.biz,0,0,0,36,16,7,biz,1
2903,jjmacjybvmrd.ru,0,0,0,17,15,7,ru,1
2904,kvhwcojoisqj.org,0,0,0,36,16,7,org,1
2905,mmhpfnuvkaqj.co.uk,0,0,0,33,18,12,uk,1
2906,nycmfsfjwgpp.info,0,0,0,14,17,6,info,1
2907,nhrtfeacxbnw.com,0,0,0,25,16,7,com,1
2908,otmqfjkpkhmd.net,0,0,0,15,16,7,net,1
2909,svvvyhjokumn.biz,0,0,0,25,16,7,biz,1
2910,gtqnopfngmct.ru,0,0,0,17,15,7,ru,1
2911,ungwexobvpuo.org,0,0,0,67,16,7,org,1
2912,ilbotgkarhku.co.uk,0,0,0,60,18,12,uk,1
2913,wtbpcckpmjih.info,0,0,0,23,17,6,info,1
2914,krvhrkgoibxn.com,0,0,0,25,16,7,com,1
2915,yllqhspcxeqi.net,0,0,0,25,16,7,net,1
2916,mjgiwblbtvgo.biz,0,0,0,25,16,7,biz,1
2917,waeixrsratat.ru,0,0,0,75,15,7,ru,1
2918,xmyfxamlvfhe.org,0,0,0,25,16,7,org,1
2919,yrojdixeloiu.co.uk,0,0,0,100,18,12,uk,1
2920,aejgdqrxhapf.info,0,0,0,45,17,6,info,1
2921,bxjcbmtscivn.com,0,0,0,15,16,7,com,1
2922,ckeybunmxtdx.net,0,0,0,25,16,7,net,1
2923,dptdgdyfndeo.biz,0,0,0,25,16,7,biz,1
2924,ecoaglsyjoly.ru,0,0,0,56,15,7,ru,1
2925,ghkgbhdiwrww.org,0,0,0,15,16,7,org,1
2926,tdltdmpeggsl.co.uk,0,0,0,23,18,12,uk,1
2927,hcukbrpueidc.info,0,0,0,60,17,6,info,1
2928,uxvxdwcqnwyq.com,0,0,0,15,16,7,com,1
2929,iypcnosjgkcy.net,0,0,0,25,16,7,net,1
2930,vuqpptffpyxn.biz,0,0,0,15,16,7,biz,1
2931,jtagnyfvnbie.ru,0,0,0,40,15,7,ru,1
2932,wpbtperrwpes.org,0,0,0,25,16,7,org,1
2933,oxsglribuxks.co.uk,0,0,0,45,18,12,uk,1
2934,pithywsoerey.info,0,0,0,60,17,6,info,1
2935,psdklcuncoqx.com,0,0,0,25,16,7,com,1
2936,qdelyhfblike.net,0,0,0,36,16,7,net,1
2937,qpxcxyxceqpu.biz,0,0,0,25,16,7,biz,1
2938,raydleipnkjb.ru,0,0,0,40,15,7,ru,1
2939,rkigxjkolhva.org,0,0,0,36,16,7,org,1
2940,sujhloucubpg.co.uk,0,0,0,60,18,12,uk,1
2941,usmswgcquunb.info,0,0,0,45,17,6,info,1
2942,iongyoxpbdnh.com,0,0,0,36,16,7,com,1
2943,wkwtcqopabmk.net,0,0,0,25,16,7,net,1
2944,kgxheykogjmq.biz,0,0,0,25,16,7,biz,1
2945,wkrojnrrensd.ru,0,0,0,27,15,7,ru,1
2946,kgsclvnqkvsj.org,0,0,0,7,16,7,org,1
2947,yccpoxeqjtrm.co.uk,0,0,0,33,18,12,uk,1
2948,mxddqgappcrs.info,0,0,0,23,17,6,info,1
2949,djushqhusbfo.com,0,0,0,36,16,7,com,1
2950,etvtuyboyoud.net,0,0,0,67,16,7,net,1
2951,fbftmbttxhex.biz,0,0,0,15,16,7,biz,1
2952,glguajnneutm.ru,0,0,0,56,15,7,ru,1
2953,fbaotxwvctkq.org,0,0,0,25,16,7,org,1
2954,glbphgqpihaf.co.uk,0,0,0,33,18,12,uk,1
2955,hskpyijuhaja.info,0,0,0,60,17,6,info,1
2956,idlqmqdonnyo.com,0,0,0,36,16,7,com,1
2957,bhhspiltsabo.net,0,0,0,36,16,7,net,1
2958,odigrnxpcowd.biz,0,0,0,36,16,7,biz,1
2959,ccrwpyqagbxc.ru,0,0,0,17,15,7,ru,1
2960,pxskredvpptq.org,0,0,0,15,16,7,org,1
2961,ffmmspdvgfpj.co.uk,0,0,0,14,18,12,uk,1
2962,sbnauuprptlx.info,0,0,0,45,17,6,info,1
2963,gawqsgictgmw.com,0,0,0,25,16,7,com,1
2964,tvxeuluxduil.net,0,0,0,67,16,7,net,1
2965,jxpsasqmqgok.biz,0,0,0,25,16,7,biz,1
2966,kiqtnxbaaaiq.ru,0,0,0,75,15,7,ru,1
2967,ksawajvsehlx.org,0,0,0,36,16,7,org,1
2968,ldbxnoggnbfe.co.uk,0,0,0,33,18,12,uk,1
2969,nvumdaioeldf.info,0,0,0,78,17,6,info,1
2970,ogvnqfscnfwl.com,0,0,0,15,16,7,com,1
2971,oqfqdqnurmas.net,0,0,0,36,16,7,net,1
2972,pbgrqvxibgty.biz,0,0,0,15,16,7,biz,1
2973,psjflhkfqbiy.ru,0,0,0,17,15,7,ru,1
2974,doksnpgewjif.org,0,0,0,36,16,7,org,1
2975,rktgqxprcvqa.co.uk,0,0,0,23,18,12,uk,1
2976,fgutsglqieqg.info,0,0,0,45,17,6,info,1
2977,tqoyoochegwt.com,0,0,0,50,16,7,com,1
2978,hmpmqwxgkowa.net,0,0,0,25,16,7,net,1
2979,viyatfhtpbfu.biz,0,0,0,36,16,7,biz,1
2980,jeanvndsvjfb.ru,0,0,0,27,15,7,ru,1
2981,xjrfvrpjoham.org,0,0,0,25,16,7,org,1
2982,ytsgjajduupb.co.uk,0,0,0,45,18,12,uk,1
2983,abcgbiuvacin.info,0,0,0,78,17,6,info,1
2984,bldhoqopgpxc.com,0,0,0,25,16,7,com,1
2985,chwyyyhlcmoh.net,0,0,0,15,16,7,net,1
2986,drxamhbfiaev.biz,0,0,0,50,16,7,biz,1
2987,eyhaepmxnhwi.ru,0,0,0,56,15,7,ru,1
2988,fjibrxgrtumw.org,0,0,0,25,16,7,org,1
2989,bugpgumsbqtqb.co.uk,0,0,0,31,19,12,uk,1
2990,osbfcayarhekb.info,0,0,0,55,18,6,info,1
2991,ctettfyitkcdd.com,0,0,0,23,17,6,com,1
2992,pryjpklpkbmwt.net,0,0,0,7,17,6,net,1
2993,dekurppgmbglb.biz,0,0,0,23,17,6,biz,1
2994,qcfknucndrqfb.ru,0,0,0,15,16,7,ru,1
2995,ediyfacvfuoxk.org,0,0,0,60,17,6,org,1
2996,rbdobfodvlyrb.co.uk,0,0,0,31,19,12,uk,1
2997,fyocfgoiawide.info,0,0,0,89,18,6,info,1
2998,gljwllykqxiom.com,0,0,0,23,17,6,com,1
2999,gxmgsqbxsqqpg.net,0,0,0,7,17,6,net,1
3000,hkhbyvlajrqbf.biz,0,0,0,14,17,6,biz,1
3001,hishqbrvlhuxs.ru,0,0,0,25,16,7,ru,1
3002,iuncwgcxciujb.org,0,0,0,45,17,6,org,1
3003,ihqlelelebdkc.co.uk,0,0,0,55,19,12,uk,1
3004,jtlgkqonucdvb.info,0,0,0,31,18,6,info,1
3005,hvgstefmgjnyn.com,0,0,0,14,17,6,com,1
3006,utbipmbaxgcke.net,0,0,0,45,17,6,net,1
3007,jrelkoriwsaxg.biz,0,0,0,45,17,6,biz,1
3008,wpybgwnvopojg.ru,0,0,0,25,16,7,ru,1
3009,jfkxfyiartatn.org,0,0,0,33,17,6,org,1
3010,wdfnbhenjqofe.co.uk,0,0,0,42,19,12,uk,1
3011,lbiqvjuvidmsn.info,0,0,0,42,18,6,info,1
3012,yydgrrqjaaben.com,0,0,0,33,17,6,com,1
3013,laofsphqfpgdn.net,0,0,0,23,17,6,net,1
3014,mmjayxbvwwcwm.biz,0,0,0,14,17,6,biz,1
3015,nvmxjatmvyscg.ru,0,0,0,15,16,7,ru,1
3016,oihspinrngovo.org,0,0,0,60,17,6,org,1
3017,njskekkeqasxc.co.uk,0,0,0,42,19,12,uk,1
3018,ovnfksejihorb.info,0,0,0,55,18,6,info,1
3019,pfqduuwahjfwc.com,0,0,0,33,17,6,com,1
3020,qrlxbdqfyqbqk.net,0,0,0,7,17,6,net,1
3021,mefxbunjteryg.biz,0,0,0,33,17,6,biz,1
3022,acanwaaqkucsg.ru,0,0,0,67,16,7,ru,1
3023,nddcolsmkjqtp.org,0,0,0,14,17,6,org,1
3024,bbxrkqftbabng.co.uk,0,0,0,21,19,12,uk,1
3025,qtjifpokjpjbn.info,0,0,0,31,18,6,info,1
3026,erexbubragtun.com,0,0,0,60,17,6,com,1
3027,rshmsgtnauivp.net,0,0,0,33,17,6,net,1
3028,fqccolguqlspg.biz,0,0,0,23,17,6,biz,1
3029,qinkagpyskglj.ru,0,0,0,25,16,7,ru,1
3030,ruifglabjlgwr.org,0,0,0,33,17,6,org,1
3031,rhlonwucjpfgs.co.uk,0,0,0,31,19,12,uk,1
3032,stgjtcfeaqfrr.info,0,0,0,31,18,6,info,1
3033,uxruebqaivxnf.com,0,0,0,60,17,6,com,1
3034,vkmpkgbcywxyn.net,0,0,0,7,17,6,net,1
3035,vwpyrrvdybwih.biz,0,0,0,14,17,6,biz,1
3036,wjktxwgfpcwtg.ru,0,0,0,7,16,7,ru,1
3037,sffboegayucru.org,0,0,0,60,17,6,org,1
3038,gdaqkmcnqrqdl.co.uk,0,0,0,21,19,12,uk,1
3039,ubdtfulpntxiu.info,0,0,0,55,18,6,info,1
3040,iyxjbdhdfqmtu.com,0,0,0,23,17,6,com,1
3041,wujlsyhbogttc.net,0,0,0,23,17,6,net,1
3042,ksebohdogdifs.biz,0,0,0,45,17,6,biz,1
3043,yqhejpmqdfpku.ru,0,0,0,25,16,7,ru,1
3044,moctfxieucevu.org,0,0,0,78,17,6,org,1
3045,wjnnnpiexbuvu.co.uk,0,0,0,55,19,12,uk,1
3046,xviitxcjpiqpt.info,0,0,0,42,18,6,info,1
3047,yflgegntmaqmu.com,0,0,0,33,17,6,com,1
3048,argbkohyehmgd.net,0,0,0,33,17,6,net,1
3049,byrxrkjfnmmxq.biz,0,0,0,7,17,6,biz,1
3050,clmsxsdkftirp.ru,0,0,0,15,16,7,ru,1
3051,dupqibouclioj.org,0,0,0,78,17,6,org,1
3052,ehklojiatseir.co.uk,0,0,0,89,19,12,uk,1
3053,xrtysulpasghj.info,0,0,0,31,18,6,info,1
3054,lnukbaxwncdbj.com,0,0,0,23,17,6,com,1
3055,yqrdgfxfsmotl.net,0,0,0,14,17,6,net,1
3056,mmsookkmgvlnc.biz,0,0,0,23,17,6,biz,1
3057,abxeecbqyacbx.ru,0,0,0,50,16,7,ru,1
3058,nwypmhnxmjyux.org,0,0,0,14,17,6,org,1
3059,bavirmngrtknh.co.uk,0,0,0,31,19,12,uk,1
3060,ovwtaranfdhhx.info,0,0,0,42,18,6,info,1
3061,gicydgrhhwbbb.com,0,0,0,14,17,6,com,1
3062,hsdxwlcjuuhqj.net,0,0,0,23,17,6,net,1
3063,hhadqqewaqjnd.biz,0,0,0,33,17,6,biz,1
3064,irbckvoynopdc.ru,0,0,0,36,16,7,ru,1
3065,irgeonhigewub.org,0,0,0,78,17,6,org,1
3066,jchdisrktcdkj.co.uk,0,0,0,21,19,12,uk,1
3067,jqeicxtxyxfhk.info,0,0,0,31,18,6,info,1
3068,kbfhvdeamvlwj.com,0,0,0,23,17,6,com,1
3069,estcgeejlegnv.net,0,0,0,45,17,6,net,1
3070,rounomawniudm.biz,0,0,0,78,17,6,biz,1
3071,goruwoqfcnsmo.ru,0,0,0,50,16,7,ru,1
3072,tksgfwmserhco.org,0,0,0,23,17,6,org,1
3073,gcxhrltkklchk.co.uk,0,0,0,13,19,12,uk,1
3074,txysatpxmpqwb.info,0,0,0,21,18,6,info,1
3075,ixvaivggbuogk.com,0,0,0,60,17,6,com,1
3076,vtwlqectdydvk.net,0,0,0,14,17,6,net,1
3077,mjccqpkpsisdk.biz,0,0,0,14,17,6,biz,1
3078,ntdbkxeuubhwj.ru,0,0,0,36,16,7,ru,1
3079,ofauhawljrfcd.org,0,0,0,45,17,6,org,1
3080,ppbtbiqqlktvl.co.uk,0,0,0,21,19,12,uk,1
3081,osghcwaqrpowk.info,0,0,0,42,18,6,info,1
3082,pdhgvftvtidqj.com,0,0,0,14,17,6,com,1
3083,qoeashmmiybvk.net,0,0,0,45,17,6,net,1
3084,ryfympgrkrpps.biz,0,0,0,7,17,6,biz,1
3085,jbshnukmscnst.ru,0,0,0,15,16,7,ru,1
3086,wwtsvawtglkmt.org,0,0,0,14,17,6,org,1
3087,kaqlblppjhmnd.co.uk,0,0,0,21,19,12,uk,1
3088,xvrwjqcwwqjht.info,0,0,0,13,18,6,info,1
3089,nqwrrccovsvvp.com,0,0,0,14,17,6,com,1
3090,bmxdahovjcspp.net,0,0,0,23,17,6,net,1
3091,opuvfshrmxuqr.biz,0,0,0,33,17,6,biz,1
3092,clvhnxtyahrki.ru,0,0,0,25,16,7,ru,1
3093,rrbhxgqeagiml.org,0,0,0,33,17,6,org,1
3094,sccgrlbgneoct.co.uk,0,0,0,31,19,12,uk,1
3095,sqyllwvhqlhhu.info,0,0,0,21,18,6,info,1
3096,tbakfcgjejnwt.com,0,0,0,23,17,6,com,1
3097,vhfrcnigdwqps.net,0,0,0,14,17,6,net,1
3098,wrgqvssiquwfb.biz,0,0,0,23,17,6,biz,1
3099,wgdvpenjtcpku.ru,0,0,0,25,16,7,ru,1
3100,xqeujjxlhavat.org,0,0,0,45,17,6,org,1
3101,pcskbeddeleji.co.uk,0,0,0,55,19,12,uk,1
3102,dxtvjmyqgpsyy.info,0,0,0,13,18,6,info,1
3103,rxqdruisskaai.com,0,0,0,60,17,6,com,1
3104,ftroadeguoopi.net,0,0,0,100,17,6,net,1
3105,trwuflufhcmme.biz,0,0,0,33,17,6,biz,1
3106,hnxgntqsjgbcu.ru,0,0,0,15,16,7,ru,1
3107,vnunvcauvbidw.org,0,0,0,45,17,6,org,1
3108,jjvyekvixfwsw.co.uk,0,0,0,31,19,12,uk,1
3109,xsbklpjjlpqyw.info,0,0,0,13,18,6,info,1
3110,ydcjfxdonifsv.com,0,0,0,23,17,6,com,1
3111,aoydcgoyaompw.net,0,0,0,60,17,6,net,1
3112,byacvoiechbjf.biz,0,0,0,45,17,6,biz,1
3113,cifupwblogyce.ru,0,0,0,50,16,7,ru,1
3114,dsgtjfuqqynvd.org,0,0,0,14,17,6,org,1
3115,eedngngbdfusw.co.uk,0,0,0,42,19,12,uk,1
3116,foemavagfxjmf.info,0,0,0,55,18,6,info,1
3117,ugxqfffylhnhl.com,0,0,0,14,17,6,com,1
3118,iesiukruxtlrl.net,0,0,0,60,17,6,net,1
3119,vbiqrproknqtn.biz,0,0,0,23,17,6,biz,1
3120,jydihuekwaoee.ru,0,0,0,114,16,7,ru,1
3121,wpcvqaimwracl.org,0,0,0,33,17,6,org,1
3122,knwngfuijexml.co.uk,0,0,0,42,19,12,uk,1
3123,xkmvdkucvxdou.info,0,0,0,42,18,6,info,1
3124,lihnsphxikbyl.com,0,0,0,23,17,6,com,1
3125,ykgdepoqbgjrl.net,0,0,0,23,17,6,net,1
3126,awbaeuyenmixt.biz,0,0,0,78,17,6,biz,1
3127,afqdqabgammen.ru,0,0,0,50,16,7,ru,1
3128,brlaqfltmslkm.org,0,0,0,14,17,6,org,1
3129,btkipkremqvma.co.uk,0,0,0,42,19,12,uk,1
3130,cgffppcrywusi.info,0,0,0,31,18,6,info,1
3131,couicuetlwyyj.com,0,0,0,60,17,6,com,1
3132,dbpfcaohxdxfi.net,0,0,0,33,17,6,net,1
3133,jradbgplvculs.biz,0,0,0,23,17,6,biz,1
3134,wpuuqolkrtkrj.ru,0,0,0,36,16,7,ru,1
3135,ljkasqchsuvkl.org,0,0,0,23,17,6,org,1
3136,yhfriyxgomlql.co.uk,0,0,0,31,19,12,uk,1
3137,lbeimbsyhmhgs.info,0,0,0,31,18,6,info,1
3138,yyyacjoxdewmj.com,0,0,0,33,17,6,com,1
3139,nsofelfuefifs.net,0,0,0,60,17,6,net,1
3140,bqjwttbtawxls.biz,0,0,0,14,17,6,biz,1
3141,nvipaqyolbirv.ru,0,0,0,50,16,7,ru,1
3142,oidmaysihmpcu.org,0,0,0,60,17,6,org,1
3143,pnsmrblkitjqo.co.uk,0,0,0,31,19,12,uk,1
3144,qanjrjfeefqbw.info,0,0,0,42,18,6,info,1
3145,pfmullccwlumk.com,0,0,0,23,17,6,com,1
3146,qrhrltvvswcwj.net,0,0,0,7,17,6,net,1
3147,rwwrdvoxtevlk.biz,0,0,0,23,17,6,biz,1
3148,sjrodeirppdvs.ru,0,0,0,36,16,7,ru,1
3149,gpwyafgprhxlq.org,0,0,0,14,17,6,org,1
3150,tnrqpksletvvq.co.uk,0,0,0,21,19,12,uk,1
3151,hkhymvlsnasoa.info,0,0,0,42,18,6,info,1
3152,uicqcbxoamqyq.com,0,0,0,45,17,6,com,1
3153,kfbjeahqhspnx.net,0,0,0,23,17,6,net,1
3154,xdvbtftmtfnxx.biz,0,0,0,7,17,6,biz,1
3155,laljqqmtdlkqa.ru,0,0,0,25,16,7,ru,1
3156,yxgbgvyppxibq.org,0,0,0,14,17,6,org,1
3157,ktflypphhgtvq.co.uk,0,0,0,13,19,12,uk,1
3158,lgaiyuautmscy.info,0,0,0,70,18,6,info,1
3159,lopllgukdyoya.com,0,0,0,45,17,6,com,1
3160,mbkillfxpfnfy.net,0,0,0,14,17,6,net,1
3161,ojjvdkqiwrlxm.biz,0,0,0,23,17,6,biz,1
3162,pvesdpbvjxkeu.ru,0,0,0,36,16,7,ru,1
3163,petvpbvlskgbo.org,0,0,0,23,17,6,org,1
3164,qqospggyfqfhn.co.uk,0,0,0,21,19,12,uk,1
3165,ubylvgqycewia.info,0,0,0,55,18,6,info,1
3166,iytdlomxxvmoq.com,0,0,0,33,17,6,com,1
3167,wsjinwvovfgqa.net,0,0,0,33,17,6,net,1
3168,kqeadfrnrwvwa.biz,0,0,0,33,17,6,biz,1
3169,yqdvabrarpokh.ru,0,0,0,36,16,7,ru,1
3170,moxnpjnynheqx.org,0,0,0,23,17,6,org,1
3171,binsrrwplqxsa.co.uk,0,0,0,31,19,12,uk,1
3172,ogikhasohinya.info,0,0,0,89,18,6,info,1
3173,yfhxuqacrdkod.com,0,0,0,33,17,6,com,1
3174,arcuuytvnoryc.net,0,0,0,45,17,6,net,1
3175,bwrumhfrletwd.biz,0,0,0,23,17,6,biz,1
3176,cjmrmpylhpbhl.ru,0,0,0,7,16,7,ru,1
3177,duliylbdhocqy.org,0,0,0,33,17,6,org,1
3178,ehgfytuwdajbx.co.uk,0,0,0,42,19,12,uk,1
3179,fmvfqcgsbplyr.info,0,0,0,13,18,6,info,1
3180,gyqcqkamwbsja.com,0,0,0,23,17,6,com,1
3181,rdlarfijkrhnl.net,0,0,0,23,17,6,net,1
3182,fymntkuftgdcl.biz,0,0,0,14,17,6,biz,1
3183,sxvaepuyjxkan.ru,0,0,0,50,16,7,ru,1
3184,gtwnguhusmgoe.org,0,0,0,45,17,6,org,1
3185,tmpfdmxkjydha.co.uk,0,0,0,21,19,12,uk,1
3186,eypnaecuxbar.com,0,0,0,67,16,7,com,1
3187,fomflglqtcdd.net,0,0,0,15,16,7,net,1
3188,gqruhobsqrgs.biz,0,0,0,25,16,7,biz,1
3189,phveamjgcusm.ru,0,0,0,40,15,7,ru,1
3190,dubygrntndec.org,0,0,0,25,16,7,org,1
3191,qcxaxdbeqqmr.co.uk,0,0,0,33,18,12,uk,1
3192,epdueifrcyxh.info,0,0,0,60,17,6,info,1
3193,rwasahaeftsk.com,0,0,0,50,16,7,com,1
3194,fkfngmerqcea.net,0,0,0,36,16,7,net,1
3195,srcoxxrctpmp.biz,0,0,0,15,16,7,biz,1
3196,gfhjedvpfxxf.ru,0,0,0,17,15,7,ru,1
3197,xxenbbqmklyc.org,0,0,0,15,16,7,org,1
3198,yajdwgwrvvqv.co.uk,0,0,0,23,18,12,uk,1
3199,ysgjyrikyhsh.info,0,0,0,23,17,6,info,1
3200,aulyuwopkrkb.com,0,0,0,50,16,7,com,1
3201,anicbvhknkya.net,0,0,0,36,16,7,net,1
3202,bpnrwbnpyuqt.biz,0,0,0,15,16,7,biz,1
3203,bikxymyicgsf.ru,0,0,0,27,15,7,ru,1
3204,ckpnurfnnqky.org,0,0,0,15,16,7,org,1
3205,eqdnvjchsyns.co.uk,0,0,0,23,18,12,uk,1
3206,reiicrpopmnm.info,0,0,0,60,17,6,info,1
3207,gifudatrfbyc.com,0,0,0,36,16,7,com,1
3208,tvkpjihycoyv.net,0,0,0,25,16,7,net,1
3209,gghcvesfvxnq.biz,0,0,0,15,16,7,biz,1
3210,ttmwcmgmslnk.ru,0,0,0,8,15,7,ru,1
3211,ixjjdukpiaya.org,0,0,0,67,16,7,org,1
3212,vloejdxwfnyt.co.uk,0,0,0,33,18,12,uk,1
3213,mhlwwxjybpim.info,0,0,0,23,17,6,info,1
3214,njqmsgybxflc.com,0,0,0,7,16,7,com,1
3215,oyneeobjnrtv.net,0,0,0,50,16,7,net,1
3216,pbstawqlkhwl.biz,0,0,0,15,16,7,biz,1
3217,owplwsaweoik.ru,0,0,0,75,15,7,ru,1
3218,pyubsbpybela.org,0,0,0,36,16,7,org,1
3219,qorsejrhqqtt.co.uk,0,0,0,33,18,12,uk,1
3220,rqwiarhjngwj.info,0,0,0,33,17,6,info,1
3221,pboeysfvrpvobk.com,0,0,0,31,18,6,com,1
3222,dqjgxxpkieckjp.net,0,0,0,21,18,6,net,1
3223,qamoadrisfcpbx.biz,0,0,0,42,18,6,biz,1
3224,ephqyicwjtilat.ru,0,0,0,45,17,6,ru,1
3225,tstaeagwgcvrbh.org,0,0,0,31,18,6,org,1
3226,hiocdfqlwqcnjf.co.uk,0,0,0,29,20,11,uk,1
3227,urrkfksjhrcsin.info,0,0,0,29,19,6,info,1
3228,ihmmepdxxgiohc.com,0,0,0,42,18,6,com,1
3229,tvyhsiflosbkmq.net,0,0,0,21,18,6,net,1
3230,uatqvnrufvxxml.biz,0,0,0,31,18,6,biz,1
3231,uuwrtsrxpihlms.ru,0,0,0,33,17,6,ru,1
3232,vyrbwxehgleydb.org,0,0,0,21,18,6,org,1
3233,xnedxpgmdfbnbt.co.uk,0,0,0,20,20,11,uk,1
3234,yrymbusvtixbbh.info,0,0,0,29,19,6,info,1
3235,ymcnyasyeuhoio.com,0,0,0,70,18,6,com,1
3236,aqwwcffiuxecyp.net,0,0,0,42,18,6,net,1
3237,vusjtavmeowoih.biz,0,0,0,70,18,6,biz,1
3238,jknlsiphvjnchw.ru,0,0,0,14,17,6,ru,1
3239,xqqexkildqmcyt.org,0,0,0,21,18,6,org,1
3240,lglgwscguldphv.co.uk,0,0,0,20,20,11,uk,1
3241,amxfyhwnsbwrib.info,0,0,0,29,19,6,info,1
3242,ncshxpqikvnfhj.com,0,0,0,13,18,6,com,1
3243,civadrjmrdmfgm.net,0,0,0,21,18,6,net,1
3244,pxqccadhjxdsoh.biz,0,0,0,21,18,6,biz,1
3245,apdmnpvqbrmcqb.ru,0,0,0,14,17,6,ru,1
3246,btxvqxrdsbyxhg.org,0,0,0,6,18,6,org,1
3247,clbhraipatcphc.co.uk,0,0,0,38,20,11,uk,1
3248,dpvquiecrdolhq.info,0,0,0,50,19,6,info,1
3249,ehiiswwrpemffb.com,0,0,0,42,18,6,com,1
3250,fldrvfsehnybvy.net,0,0,0,13,18,6,net,1
3251,gdgdwhjqogcsdb.biz,0,0,0,13,18,6,biz,1
3252,hhbmapfdgpoodi.ru,0,0,0,45,17,6,ru,1
3253,mboqemeqjnhuhg.org,0,0,0,42,18,6,org,1
3254,aqjsdrofacnqpl.co.uk,0,0,0,38,20,11,uk,1
3255,nambfdjwruqmoy.info,0,0,0,38,19,6,info,1
3256,bphdeitlijwinu.com,0,0,0,55,18,6,com,1
3257,oytkqthetfpoof.net,0,0,0,42,18,6,net,1
3258,coompyrsktvkwd.biz,0,0,0,21,18,6,biz,1
3259,pxrurkmkcmygoy.ru,0,0,0,23,17,6,ru,1
3260,dnmwqpwysbfcnn.org,0,0,0,6,18,6,org,1
3261,qvytxceggqmqss.co.uk,0,0,0,20,20,11,uk,1
3262,ratdbhqpwtjesn.info,0,0,0,29,19,6,info,1
3263,ruweysjmoxviaa.com,0,0,0,70,18,6,com,1
3264,syrncxvvfbsvqi.net,0,0,0,13,18,6,net,1
3265,stenkjhtqiukol.biz,0,0,0,42,18,6,biz,1
3266,txywnotdhlrxoy.ru,0,0,0,23,17,6,ru,1
3267,tscxlamaypecot.org,0,0,0,42,18,6,org,1
3268,uwwhofyjpsbpfu.co.uk,0,0,0,38,20,11,uk,1
3269,susvytukvolnyp.info,0,0,0,38,19,6,info,1
3270,gknxxcofnjcbxf.com,0,0,0,13,18,6,com,1
3271,uqqqdkawcexkwh.net,0,0,0,31,18,6,net,1
3272,iglscstrtyoxfj.biz,0,0,0,21,18,6,biz,1
3273,usxplbxxggthgl.ru,0,0,0,14,17,6,ru,1
3274,iisrkjrsxbkuft.org,0,0,0,31,18,6,org,1
3275,wovkprdkmvgewk.co.uk,0,0,0,29,20,11,uk,1
3276,keqmoawfeqwrff.info,0,0,0,50,19,6,info,1
3277,wpdysjuosrbbhp.com,0,0,0,21,18,6,com,1
3278,xtxivrqbkbnwxu.net,0,0,0,21,18,6,net,1
3279,ylbtwaabyhnxfv.biz,0,0,0,21,18,6,biz,1
3280,apvdaivnqqatfk.ru,0,0,0,45,17,6,ru,1
3281,ynisfqxcdjjudf.org,0,0,0,21,18,6,org,1
3282,ardciytousvqtd.co.uk,0,0,0,50,20,11,uk,1
3283,bjgnjhdojyvrts.info,0,0,0,20,19,6,info,1
3284,cnbwmpybbiinta.com,0,0,0,31,18,6,com,1
3285,ffgfbhjpnerooh.net,0,0,0,31,18,6,net,1
3286,sshfgmtebovgwf.biz,0,0,0,21,18,6,biz,1
