,domain,VT_scan,isNXDomain,perNumChars,VtoC,lenDomain,SymToChar,TLD,class
2045,alwnnqyviqcf.co.uk,0,0,0,33,18,12,uk,1
2046,bbxofljkuaml.info,0,0,0,45,17,6,info,1
2047,cthkfatwjcie.com,0,0,0,36,16,7,com,1
2048,djilwuelvlsk.net,0,0,0,36,16,7,net,1
2049,cncpljxsxuml.biz,0,0,0,15,16,7,biz,1
2050,dddqdeihkewr.ru,0,0,0,40,15,7,ru,1
2051,evmmdsstygsk.org,0,0,0,15,16,7,org,1
2052,flnnundilpdq.co.uk,0,0,0,33,18,12,uk,1
2053,apeodwtfdyao.info,0,0,0,78,17,6,info,1
2054,nryywoprlkru.com,0,0,0,25,16,7,com,1
2055,buompmhgjker.net,0,0,0,36,16,7,net,1
2056,owjwjedsrvvx.biz,0,0,0,25,16,7,biz,1
2057,exjwuceqcnlm.ru,0,0,0,40,15,7,ru,1
2058,raehotadkyds.org,0,0,0,50,16,7,org,1
2059,fdtuhrrriypp.co.uk,0,0,0,33,18,12,uk,1
2060,sfofbjneqkhv.info,0,0,0,33,17,6,info,1
2061,euokthqpfftc.com,0,0,0,36,16,7,com,1
2062,fijpxykknbfq.net,0,0,0,15,16,7,net,1
2063,fayigweqlqxf.biz,0,0,0,36,16,7,biz,1
2064,gntnkoxltmjt.ru,0,0,0,17,15,7,ru,1
2065,idtslmbbetfa.org,0,0,0,36,16,7,org,1
2066,jqoxpeuvmpqo.co.uk,0,0,0,60,18,12,uk,1
2067,jieqxcockfjd.info,0,0,0,45,17,6,info,1
2068,kvyvctiwsbur.com,0,0,0,25,16,7,com,1
2069,oeednrdmplmk.net,0,0,0,36,16,7,net,1
2070,cgynhmpvyrpy.biz,0,0,0,7,16,7,biz,1
2071,qmoafhqtxjks.ru,0,0,0,27,15,7,ru,1
2072,eojkycddhpnh.org,0,0,0,25,16,7,org,1
2073,smjlfwnxoaxi.co.uk,0,0,0,45,18,12,uk,1
2074,goevyrahxgbw.info,0,0,0,45,17,6,info,1
2075,uutiwmbfwxvq.com,0,0,0,36,16,7,com,1
2076,iwosqhnogeyf.net,0,0,0,50,16,7,net,1
2077,sjoyecalrrrg.biz,0,0,0,36,16,7,biz,1
2078,twjeiwkabirm.ru,0,0,0,56,15,7,ru,1
2079,uryvvrnsappo.org,0,0,0,36,16,7,org,1
2080,vftbamxhjgpu.co.uk,0,0,0,33,18,12,uk,1
2081,wrthvhkwqgde.info,0,0,0,23,17,6,info,1
2082,xfomaculawdk.com,0,0,0,50,16,7,com,1
2083,yaeenwxeyebm.net,0,0,0,67,16,7,net,1
2084,anyjrrisiubs.biz,0,0,0,50,16,7,biz,1
2085,wpawwwlbskic.ru,0,0,0,27,15,7,ru,1
2086,kruhqohnbvai.org,0,0,0,50,16,7,org,1
2087,xukujggprneo.co.uk,0,0,0,60,18,12,uk,1
2088,lwffdxccayvu.info,0,0,0,33,17,6,info,1
2089,yrfyuctyvxdh.com,0,0,0,15,16,7,com,1
2090,mtajotplejun.net,0,0,0,50,16,7,net,1
2091,awpwhlonubyt.biz,0,0,0,36,16,7,biz,1
2092,nykhbdkadmqa.ru,0,0,0,27,15,7,ru,1
2093,buksnhiluqcp.org,0,0,0,36,16,7,org,1
2094,cifxrycgdmne.co.uk,0,0,0,33,18,12,uk,1
2095,cauqaqdattxc.info,0,0,0,60,17,6,info,1
2096,dnpveiwucpjq.com,0,0,0,36,16,7,com,1
2097,dwpulmqjxewu.net,0,0,0,36,16,7,net,1
2098,ekkapekegaij.biz,0,0,0,88,16,7,biz,1
2099,ecasxvlxwhsh.ru,0,0,0,27,15,7,ru,1
2100,fpuxcnfsfdev.org,0,0,0,25,16,7,org,1
2101,lealhruffymj.co.uk,0,0,0,45,18,12,uk,1
2102,yguvbmhoofpx.info,0,0,0,45,17,6,info,1
2103,nmkiybpggksi.com,0,0,0,25,16,7,com,1
2104,bofssvcppqvw.net,0,0,0,15,16,7,net,1
2105,ngfnfwddimho.biz,0,0,0,25,16,7,biz,1
2106,biaxyrpmrskd.ru,0,0,0,27,15,7,ru,1
2107,popkwgxejxnn.org,0,0,0,25,16,7,org,1
2108,dqkuqbknseqc.co.uk,0,0,0,33,18,12,uk,1
2109,pjkhxcrehfrf.info,0,0,0,23,17,6,info,1
2110,qwfmcwcsqvrl.com,0,0,0,7,16,7,com,1
2111,rrueplmfiqxe.net,0,0,0,50,16,7,net,1
2112,sfpjtgwtrhxk.biz,0,0,0,7,16,7,biz,1
2113,rlpjvhacksmk.ru,0,0,0,17,15,7,ru,1
2114,sykoackqtjmq.org,0,0,0,25,16,7,org,1
2115,ttagnqudlesj.co.uk,0,0,0,45,18,12,uk,1
2116,uhulrlfruusp.info,0,0,0,60,17,6,info,1
2117,tjwviwxxwsam.com,0,0,0,25,16,7,com,1
2118,hnxiuotyqmjx.net,0,0,0,36,16,7,net,1
2119,ukulvmlyifhh.biz,0,0,0,36,16,7,biz,1
2120,iovxiehacyqs.ru,0,0,0,75,15,7,ru,1
2121,xrceapuvigvj.org,0,0,0,50,16,7,org,1
2122,lvdqmhqwcafu.co.uk,0,0,0,33,18,12,uk,1
2123,ysatnfiwtsde.info,0,0,0,45,17,6,info,1
2124,mwbgawexnmmp.com,0,0,0,25,16,7,com,1
2125,cchnmixixylq.net,0,0,0,25,16,7,net,1
2126,drimkarorxyk.biz,0,0,0,36,16,7,biz,1
2127,ddfdaxljjlsl.ru,0,0,0,17,15,7,ru,1
2128,esgcxpfpdkgf.org,0,0,0,15,16,7,org,1
2129,gkmvebugjmhn.co.uk,0,0,0,33,18,12,uk,1
2130,hanucsomdluh.info,0,0,0,60,17,6,info,1
2131,hlklrqihuyoi.com,0,0,0,50,16,7,com,1
2132,iblkpicnoxcc.net,0,0,0,36,16,7,net,1
2133,aiyigiyxclbx.biz,0,0,0,50,16,7,biz,1
2134,nmausdlsskvr.ru,0,0,0,27,15,7,ru,1
2135,cmwnwxmfpnqo.org,0,0,0,15,16,7,org,1
2136,pqxajsyagmli.co.uk,0,0,0,45,18,12,uk,1
2137,eqeqxbvvnywu.info,0,0,0,45,17,6,info,1
2138,rufdkviqexro.com,0,0,0,50,16,7,com,1
2139,gucvoqjdbbml.net,0,0,0,25,16,7,net,1
2140,tydiblvxrahf.biz,0,0,0,25,16,7,biz,1
2141,ibjaktytdrxk.ru,0,0,0,27,15,7,ru,1
2142,jqkyiojwtvav.org,0,0,0,36,16,7,org,1
2143,kfhfbjmbqtnb.co.uk,0,0,0,14,18,12,uk,1
2144,luieyewehxpm.info,0,0,0,78,17,6,info,1
2145,mjoicmvrofth.com,0,0,0,36,16,7,com,1
2146,nyphahgufjvs.net,0,0,0,25,16,7,net,1
2147,onmnscjychjx.biz,0,0,0,15,16,7,biz,1
2148,pdnmqwtcsllj.ru,0,0,0,8,15,7,ru,1
2149,qjsecwnnyygq.org,0,0,0,15,16,7,org,1
2150,entqoojosspc.co.uk,0,0,0,60,18,12,uk,1
2151,rkqtpgiceved.info,0,0,0,45,17,6,info,1
2152,forgcxedxpno.com,0,0,0,36,16,7,com,1
2153,slxgapmkodqw.net,0,0,0,25,16,7,net,1
2154,gpysmhiliwai.biz,0,0,0,50,16,7,biz,1
2155,tmvvnyhytaoj.ru,0,0,0,27,15,7,ru,1
2156,hqwiaqdantxu.org,0,0,0,50,16,7,org,1
2157,ycdvginxafru.co.uk,0,0,0,45,18,12,uk,1
2158,areueahetefo.info,0,0,0,167,17,6,info,1
2159,adbltrimfcph.com,0,0,0,25,16,7,com,1
2160,bsckrjcsybdb.net,0,0,0,7,16,7,net,1
2161,beixebmupjcb.biz,0,0,0,50,16,7,biz,1
2162,ctjwcsgbjipu.ru,0,0,0,27,15,7,ru,1
2163,cfgnrkhjugan.org,0,0,0,25,16,7,org,1
2164,duhmpcbpofnh.co.uk,0,0,0,33,18,12,uk,1
2165,wiuqaiokepxv.info,0,0,0,100,17,6,info,1
2166,kmvdmdbfuosp.com,0,0,0,25,16,7,com,1
2167,ymsvqrjllgwu.net,0,0,0,15,16,7,net,1
2168,mqtidmvgcfro.biz,0,0,0,25,16,7,biz,1
2169,ykasxbnhttic.ru,0,0,0,27,15,7,ru,1
2170,mobfkvacksdv.org,0,0,0,25,16,7,org,1
2171,boxxokiibkhb.co.uk,0,0,0,60,18,12,uk,1
2172,osykbfudrjcu.info,0,0,0,45,17,6,info,1
2173,fbfietogfvui.com,0,0,0,67,16,7,com,1
2174,gqghcoyjvawt.net,0,0,0,25,16,7,net,1
2175,hfdnudjhmmth.biz,0,0,0,15,16,7,biz,1
2176,iuemsxtkdqvs.ru,0,0,0,40,15,7,ru,1
2177,hdkkcmnduafo.org,0,0,0,36,16,7,org,1
2178,isljahxgleha.co.uk,0,0,0,60,18,12,uk,1
2179,jhipsviecqen.info,0,0,0,60,17,6,info,1
2180,kwjoqqshsugy.com,0,0,0,25,16,7,com,1
2181,nuklgiolkien.net,0,0,0,67,16,7,net,1
2182,bwftgakmopod.biz,0,0,0,36,16,7,biz,1
2183,ovibtxcmvuli.ru,0,0,0,56,15,7,ru,1
2184,cxdjtpxnacvx.org,0,0,0,15,16,7,org,1
2185,rdptxnywjwpl.co.uk,0,0,0,14,18,12,uk,1
2186,wagcqfjygxos.com,0,0,0,25,16,7,com,1
2187,xhdichoucpji.net,0,0,0,50,16,7,net,1
2188,yrilxpiwywux.biz,0,0,0,36,16,7,biz,1
2189,ihfprixlrffx.ru,0,0,0,27,15,7,ru,1
2190,vdkxxnkydvin.org,0,0,0,15,16,7,org,1
2191,jchjpypjgjny.co.uk,0,0,0,14,18,12,uk,1
2192,wxmrvecwraqo.info,0,0,0,45,17,6,info,1
2193,mwjvjpoqugws.com,0,0,0,25,16,7,com,1
2194,asoepubegwai.net,0,0,0,114,16,7,net,1
2195,nrlphggojkft.biz,0,0,0,15,16,7,biz,1
2196,bnqxnlscubij.ru,0,0,0,27,15,7,ru,1
2197,qxnyashrwegn.org,0,0,0,25,16,7,org,1
2198,riscvxrwiggh.co.uk,0,0,0,33,18,12,uk,1
2199,rspsxjyplioo.info,0,0,0,45,17,6,info,1
2200,sduvtojuwkoi.com,0,0,0,67,16,7,com,1
2201,unrfraxwafxi.net,0,0,0,50,16,7,net,1
2202,vxwinficlhxc.biz,0,0,0,25,16,7,biz,1
2203,vitypqpuojgj.ru,0,0,0,40,15,7,ru,1
2204,wsyclvaaalgd.org,0,0,0,36,16,7,org,1
2205,wjqwgfqlivoc.co.uk,0,0,0,33,18,12,uk,1
2206,kfvfmnmsfrgv.info,0,0,0,14,17,6,info,1
2207,ybsgnvivuglp.com,0,0,0,25,16,7,com,1
2208,mwxoteedrcdj.net,0,0,0,36,16,7,net,1
2209,byudxmhqlwgw.biz,0,0,0,15,16,7,biz,1
2210,oualeudxisxq.ru,0,0,0,100,15,7,ru,1
2211,dqwmfdybxhdk.org,0,0,0,7,16,7,org,1
2212,qmculluiudue.co.uk,0,0,0,100,18,12,uk,1
2213,faygopadnuev.info,0,0,0,78,17,6,info,1
2214,gkejkxtfkcpl.com,0,0,0,15,16,7,com,1
2215,hrbpvgrnafbj.net,0,0,0,15,16,7,net,1
2216,icgsrolpwmmy.biz,0,0,0,25,16,7,biz,1
2217,jpdmgwqiqvvq.ru,0,0,0,17,15,7,ru,1
2218,kaipcfkkndhg.org,0,0,0,25,16,7,org,1
2219,lhfvnnisdgse.co.uk,0,0,0,33,18,12,uk,1
2220,mrkyjvcuanet.info,0,0,0,45,17,6,info,1
2221,wsfuhbcpcigwtw.com,0,0,0,21,18,6,com,1
2222,kqajggiesfustv.net,0,0,0,42,18,6,net,1
2223,xrddilocdpmtvh.biz,0,0,0,21,18,6,biz,1
2224,lpxrhquqtmbpmw.ru,0,0,0,14,17,6,ru,1
2225,ykkyuvdjqwadtj.org,0,0,0,21,18,6,org,1
2226,mifntbjxhtoytp.co.uk,0,0,0,29,20,11,uk,1
2227,ajihvgpvregads.info,0,0,0,50,19,6,info,1
2228,nhdvulvkibuvtp.com,0,0,0,31,18,6,com,1
2229,bnpximefctwswe.net,0,0,0,31,18,6,net,1
2230,caktlriosolgfq.biz,0,0,0,42,18,6,biz,1
2231,cmngjwqrdbdpyd.ru,0,0,0,7,17,6,ru,1
2232,dyicmcubtvrdxd.org,0,0,0,21,18,6,org,1
2233,dfucvhfyqiqylw.co.uk,0,0,0,29,20,11,uk,1
2234,erpxymjihdfmtq.info,0,0,0,29,19,6,info,1
2235,eeskwrrlrpwvuu.com,0,0,0,42,18,6,com,1
2236,fqngawvuikljtc.net,0,0,0,31,18,6,net,1
2237,dtfxuishothuhp.biz,0,0,0,42,18,6,biz,1
2238,qramtqicgwgixy.ru,0,0,0,33,17,6,ru,1
2239,fpduysfgnnwmaf.org,0,0,0,21,18,6,org,1
2240,snxjxbubfqvaab.co.uk,0,0,0,38,20,11,uk,1
2241,flkcidtbdibbhf.info,0,0,0,29,19,6,info,1
2242,sjfqhljvulaoxv.com,0,0,0,31,18,6,com,1
2243,hhiymngaccqshn.net,0,0,0,21,18,6,net,1
2244,ufdnlvvutfpghq.biz,0,0,0,21,18,6,biz,1
2245,hopbvtulofiihk.ru,0,0,0,60,17,6,ru,1
2246,ibkwycixggmegh.org,0,0,0,31,18,6,org,1
2247,jknxaehknyxaao.co.uk,0,0,0,64,20,11,uk,1
2248,kwitdmuwfacviu.info,0,0,0,64,19,6,info,1
2249,jgufjovfdtcovg.com,0,0,0,31,18,6,com,1
2250,kspbmwjruugkuk.net,0,0,0,31,18,6,net,1
2251,lcscnyiecnrgvd.biz,0,0,0,21,18,6,biz,1
2252,monxqhvqtovceq.ru,0,0,0,33,17,6,ru,1
2253,rschvxndpikces.org,0,0,0,21,18,6,org,1
2254,fqwvudtrgfyxer.co.uk,0,0,0,29,20,11,uk,1
2255,srapwosjxhipni.info,0,0,0,50,19,6,info,1
2256,gpuevtyxoewlex.com,0,0,0,55,18,6,com,1
2257,vqhjasqxixmylh.net,0,0,0,21,18,6,net,1
2258,jocxyxwmyubuln.biz,0,0,0,31,18,6,biz,1
2259,wpfrbjveqwkmne.ru,0,0,0,23,17,6,ru,1
2260,knagaocshtyieb.org,0,0,0,55,18,6,org,1
2261,vnmkwjpsptbxhg.co.uk,0,0,0,12,20,11,uk,1
2262,wahgaotcgoplps.info,0,0,0,50,19,6,info,1
2263,wmksxauyxsylqk.com,0,0,0,21,18,6,com,1
2264,xyfobfyionnypk.net,0,0,0,31,18,6,net,1
2265,alrmbesnijdudo.biz,0,0,0,55,18,6,biz,1
2266,bxmiejwwyerili.ru,0,0,0,60,17,6,ru,1
2267,bkpucuxtqibifa.org,0,0,0,55,18,6,org,1
2268,cwkqfacdhdpveh.co.uk,0,0,0,29,20,11,uk,1
2269,xtckjfexcvdopa.info,0,0,0,38,19,6,info,1
2270,lrwyintstyccgj.com,0,0,0,13,18,6,com,1
2271,apahnvjkidbppu.net,0,0,0,42,18,6,net,1
2272,nnuvmeyfagadpq.biz,0,0,0,42,18,6,biz,1
2273,crhmnahsulflwr.ru,0,0,0,23,17,6,ru,1
2274,ppcbmiwnmoeyni.org,0,0,0,42,18,6,org,1
2275,enfjrqmfbsdmpn.co.uk,0,0,0,20,20,11,uk,1
2276,rlaxqycasvcapq.info,0,0,0,38,19,6,info,1
2277,comnkqgcchecpb.com,0,0,0,21,18,6,com,1
2278,dbhjnytotiixox.net,0,0,0,42,18,6,net,1
2279,ekkkohloiocdpk.biz,0,0,0,55,18,6,biz,1
2280,fwfgrpybapgyxq.ru,0,0,0,14,17,6,ru,1
2281,gmrpoljwuwgylm.org,0,0,0,21,18,6,org,1
2282,hymlrtwjmxkukq.co.uk,0,0,0,20,20,11,uk,1
2283,iipmscojbeeaew.info,0,0,0,100,19,6,info,1
2284,jukivkcvsfivmk.com,0,0,0,31,18,6,com,1
2285,mwwvjdgjefnwhn.net,0,0,0,13,18,6,net,1
2286,asxioimxrhjoht.biz,0,0,0,55,18,6,biz,1
2287,nvueknsvfmttjx.ru,0,0,0,23,17,6,ru,1
2288,brvqpsyksoplau.org,0,0,0,31,18,6,org,1
2289,oocawkxewoqcvh.co.uk,0,0,0,64,20,11,uk,1
2290,ckdmcpeskqmtvg.info,0,0,0,20,19,6,info,1
2291,pnaixukqxvwyfq.com,0,0,0,31,18,6,com,1
2292,djbudaqflxsqvg.net,0,0,0,21,18,6,net,1
2293,uehfrombmbrhyi.biz,0,0,0,42,18,6,biz,1
2294,voidotqkagguhc.ru,0,0,0,60,17,6,ru,1
2295,vdfnsyynnixebh.org,0,0,0,21,18,6,org,1
2296,wnglpedwbnmrao.co.uk,0,0,0,38,20,11,uk,1
2297,wvmjfvevfkumyi.info,0,0,0,38,19,6,info,1
2298,xgnhcbifspjahu.com,0,0,0,31,18,6,com,1
2299,xukrggqigrbjig.net,0,0,0,31,18,6,net,1
2300,yflpdlurtwpwhg.biz,0,0,0,13,18,6,biz,1
2301,sxwywkwbwjbsut.ru,0,0,0,14,17,6,ru,1
2302,gtxlcsmvygiglk.org,0,0,0,13,18,6,org,1
2303,utuvbujavdqknj.co.uk,0,0,0,50,20,11,uk,1
2304,ipvigdyuxaxxnm.info,0,0,0,50,19,6,info,1
2305,upcdkrovpsexjq.com,0,0,0,31,18,6,com,1
2306,ildppaeqrpllaa.net,0,0,0,55,18,6,net,1
2307,wlaaocbuomtpjy.biz,0,0,0,55,18,6,biz,1
2308,khbmtkqpqjbdju.ru,0,0,0,14,17,6,ru,1
2309,bfhifvdhffqyjb.org,0,0,0,13,18,6,org,1
2310,cpigceqthftqif.co.uk,0,0,0,38,20,11,uk,1
2311,dbffjgpgeygqcf.info,0,0,0,20,19,6,info,1
2312,elgdgodsgyjiks.com,0,0,0,31,18,6,com,1
2313,dwmmsducxoteje.net,0,0,0,42,18,6,net,1
2314,ehnkplioaowvib.biz,0,0,0,70,18,6,biz,1
2315,fskjwnhbwijvjb.ru,0,0,0,14,17,6,ru,1
2316,gdlhtvunyimnrh.org,0,0,0,21,18,6,org,1
2317,hwtixatqrbbwmg.co.uk,0,0,0,29,20,11,uk,1
2318,usuudfaffdwomm.info,0,0,0,64,19,6,info,1
2319,ivrqyqywaaykvv.com,0,0,0,31,18,6,com,1
2320,vrsdevflncucms.net,0,0,0,21,18,6,net,1
2321,luykchjyottuic.biz,0,0,0,42,18,6,biz,1
2322,yqawhmpncvpmib.ru,0,0,0,23,17,6,ru,1
2323,mtwsdxofwsriky.org,0,0,0,21,18,6,org,1
2324,apxfidutkunabo.co.uk,0,0,0,80,20,11,uk,1
2325,peerglaiawfheh.info,0,0,0,80,19,6,info,1
2326,qofpdqernctumb.com,0,0,0,31,18,6,com,1
2327,qdcahcfoivdunl.net,0,0,0,42,18,6,net,1
2328,rndxehjxvbrims.biz,0,0,0,21,18,6,biz,1
2329,tcjtkspqwpxflw.ru,0,0,0,7,17,6,ru,1
2330,umkrhxtakumstj.org,0,0,0,31,18,6,org,1
2331,ubhcljuwfovsni.co.uk,0,0,0,50,20,11,uk,1
2332,vliaioygstkgmi.info,0,0,0,64,19,6,info,1
2333,nxtllhklkhghxb.com,0,0,0,6,18,6,com,1
2334,btuxqpagmenuor.net,0,0,0,55,18,6,net,1
2335,ptripxpxqoeixv.biz,0,0,0,42,18,6,biz,1
2336,dpsuugfssllvxy.ru,0,0,0,23,17,6,ru,1
2337,rvynpoathayfta.org,0,0,0,42,18,6,org,1
2338,fraauwpojwgskj.co.uk,0,0,0,50,20,11,uk,1
2339,trwktffgnhwgmv.info,0,0,0,12,19,6,info,1
2340,hnxwynubpeetmr.com,0,0,0,31,18,6,com,1
2341,vfeutsqrsdvnmo.net,0,0,0,31,18,6,net,1
2342,wpfsqbeeudyfls.biz,0,0,0,31,18,6,biz,1
2343,xbcrxjveyktomx.ru,0,0,0,23,17,6,ru,1
2344,yldpurjqbkwgul.org,0,0,0,21,18,6,org,1
2345,adjwxagapvolth.co.uk,0,0,0,50,20,11,uk,1
2346,bnkuuitmrvrdse.info,0,0,0,50,19,6,info,1
2347,cyhtcqlmvdmmmr.com,0,0,0,6,18,6,com,1
2348,djiryyyyxdpeux.net,0,0,0,31,18,6,net,1
2349,qewvglmwkciajt.biz,0,0,0,31,18,6,biz,1
2350,ecrmyqsaweomjh.ru,0,0,0,45,17,6,ru,1
2351,ryhagvyjrsofls.org,0,0,0,21,18,6,org,1
2352,fwcqybfmeuurct.co.uk,0,0,0,38,20,11,uk,1
2353,svcatgnqyqcgjg.info,0,0,0,20,19,6,info,1
2354,gtwqmlttlsisjb.com,0,0,0,13,18,6,com,1
2355,tqmetqadghilse.net,0,0,0,42,18,6,net,1
2356,hohumvggsjoxjm.biz,0,0,0,31,18,6,biz,1
2357,uyhyhvvofdktjp.ru,0,0,0,23,17,6,ru,1
2358,vlcwebajrttcrn.org,0,0,0,21,18,6,org,1
2359,vtrdhgibmtqyla.co.uk,0,0,0,29,20,11,uk,1
2360,wgmbelmvykahko.info,0,0,0,38,19,6,info,1
2361,wqmduqwitreaxi.com,0,0,0,55,18,6,com,1
2362,xdhbrvbdginign.net,0,0,0,21,18,6,net,1
2363,xlwhubjubikfhr.biz,0,0,0,31,18,6,biz,1
2364,yxrfrgnpnytngn.ru,0,0,0,7,17,6,ru,1
2365,fpyicklfcmicrt.org,0,0,0,21,18,6,org,1
2366,sntyusblxtakir.co.uk,0,0,0,38,20,11,uk,1
2367,hhjjhuxehshlkx.info,0,0,0,29,19,6,info,1
2368,ufeaadnkdaytkf.com,0,0,0,55,18,6,com,1
2369,hhempfmyqbcirj.net,0,0,0,21,18,6,net,1
2370,ufydincfmitqio.biz,0,0,0,55,18,6,biz,1
2371,jyonupyxvhbrrg.ru,0,0,0,23,17,6,ru,1
2372,wwjenxoerosaru.org,0,0,0,70,18,6,org,1
2373,jkjlduuiwnvrud.co.uk,0,0,0,50,20,11,uk,1
2374,kwejadijsjtetl.info,0,0,0,50,19,6,info,1
2375,lctmifhhctubns.com,0,0,0,21,18,6,com,1
2376,mookfnuixpsnvn.net,0,0,0,42,18,6,net,1
2377,lcopqpvclcpxjy.biz,0,0,0,13,18,6,biz,1
2378,mojnnxjdhxnkio.ru,0,0,0,33,17,6,ru,1
2379,ntyqvaibqiohjh.org,0,0,0,42,18,6,org,1
2380,ogtosivcmemtrj.co.uk,0,0,0,50,20,11,uk,1
2381,letiuixklsajtq.info,0,0,0,64,19,6,info,1
2382,ycoynnenxugvte.com,0,0,0,42,18,6,com,1
2383,myemuydqytwwdu.net,0,0,0,31,18,6,net,1
2384,awydnejtlvdjtv.biz,0,0,0,21,18,6,biz,1
2385,pcykydbfeicgbf.ru,0,0,0,23,17,6,ru,1
2386,datbrihiqkisba.org,0,0,0,55,18,6,org,1
2387,qwjoytglrjytdq.co.uk,0,0,0,20,20,11,uk,1
2388,euefrymoelfgty.info,0,0,0,64,19,6,info,1
2389,pyelvshcgtcdts.com,0,0,0,13,18,6,com,1
2390,qlyjsxlwskllcq.net,0,0,0,6,18,6,net,1
2391,qtopvjmituyqdi.biz,0,0,0,42,18,6,biz,1
2392,rgjnsoqdgliycw.ru,0,0,0,23,17,6,ru,1
2393,twjnankwyjeapb.org,0,0,0,31,18,6,org,1
2394,ujelwsorlanixg.co.uk,0,0,0,64,20,11,uk,1
2395,urtraepdmkbnrx.info,0,0,0,38,19,6,info,1
2396,veopwjtxybkvqt.com,0,0,0,21,18,6,com,1
2397,apvuqhwvdbqrad.net,0,0,0,31,18,6,net,1
2398,nnqljpmcyiiaqb.biz,0,0,0,31,18,6,biz,1
2399,chgvvxciovysam.ru,0,0,0,33,17,6,ru,1
2400,pfbmogrokdqbat.org,0,0,0,31,18,6,org,1
2401,enbwucaqvqsohu.co.uk,0,0,0,64,20,11,uk,1
2402,rlvnnkpwrxkwxa.info,0,0,0,20,19,6,info,1
2403,gflxasfdhlbpaf.com,0,0,0,21,18,6,com,1
2404,tdgosbujdssxat.net,0,0,0,31,18,6,net,1
2405,ekgxrrgyxcehds.biz,0,0,0,21,18,6,biz,1
2406,fwbvoatatxctcb.ru,0,0,0,33,17,6,ru,1
2407,gcqywilljwmidn.org,0,0,0,21,18,6,org,1
2408,holwtqymfskuli.co.uk,0,0,0,38,20,11,uk,1
2409,iilavmjtqrgeye.info,0,0,0,64,19,6,info,1
2410,jugxsuwumneqxt.com,0,0,0,42,18,6,com,1
2411,kavbbdogcmofra.net,0,0,0,42,18,6,net,1
2412,lmqyxlchximrac.biz,0,0,0,21,18,6,biz,1
2413,giowinuemqbpoi.ru,0,0,0,100,17,6,ru,1
2414,teplhsbhvorcod.org,0,0,0,31,18,6,org,1
2415,hdybixhqthhuqh.co.uk,0,0,0,29,20,11,uk,1
2416,uyaphdntdfxhhp.info,0,0,0,29,19,6,info,1
2417,iatbvumyfaeudc.com,0,0,0,70,18,6,com,1
2418,vvupuascoxuhdp.net,0,0,0,55,18,6,net,1
2419,juefvfylmqkama.biz,0,0,0,42,18,6,biz,1
2420,wqftukfovobmdb.ru,0,0,0,33,17,6,ru,1
2421,opygqxawpstcdr.org,0,0,0,21,18,6,org,1
2422,paaghderydaglw.co.uk,0,0,0,50,20,11,uk,1
2423,pkjkqimjwjahfc.info,0,0,0,29,19,6,info,1
2424,qukkhnqegtglex.com,0,0,0,31,18,6,com,1
2425,qhekefrricwhdr.net,0,0,0,31,18,6,net,1
2426,rrfkukvmrmdllp.biz,0,0,0,13,18,6,biz,1
2427,rcooepeepsdmmb.ru,0,0,0,60,17,6,ru,1
2428,smpouuiyydjqlp.org,0,0,0,42,18,6,org,1
2429,utqjemtmktotwv.co.uk,0,0,0,38,20,11,uk,1
2430,iprxdujsqlpxnb.info,0,0,0,29,19,6,info,1
2431,wlbkjwglpandpa.com,0,0,0,21,18,6,com,1
2432,khcyifvrvrohpo.net,0,0,0,31,18,6,net,1
2433,wlvnrtlhddryls.biz,0,0,0,6,18,6,biz,1
2434,khwcqcbnjusdcq.ru,0,0,0,14,17,6,ru,1
2435,ydgowexgijqilp.org,0,0,0,42,18,6,org,1
2436,myhdvmnmobrmlw.co.uk,0,0,0,20,20,11,uk,1
2437,dbbsmwyqnvrxor.info,0,0,0,20,19,6,info,1
2438,elcsdfmrtanknh.com,0,0,0,21,18,6,com,1
2439,fsltrhlpscqhhh.net,0,0,0,6,18,6,net,1
2440,gdmtipyqygmtpj.biz,0,0,0,13,18,6,biz,1
2441,fsgwaeqlgfudou.ru,0,0,0,60,17,6,ru,1
2442,gdhwqmemmjqpnd.org,0,0,0,13,18,6,org,1
2443,hkqxfodklltmod.co.uk,0,0,0,29,20,11,uk,1
2444,iurxvwqlrppywx.info,0,0,0,29,19,6,info,1
2445,biljwkilndcttc.com,0,0,0,21,18,6,com,1
2446,oemxvpoowbsgtw.net,0,0,0,42,18,6,net,1
2447,cdvnwbnrbeyhdg.biz,0,0,0,13,18,6,biz,1
2448,pywcvgtukcptto.ru,0,0,0,23,17,6,ru,1
2449,fgqlbrxtkvurpx.org,0,0,0,13,18,6,org,1
2450,scraawewttlepl.co.uk,0,0,0,50,20,11,uk,1
2451,gbbpbidaxwrfrj.info,0,0,0,29,19,6,info,1
2452,twceanjdhuirik.com,0,0,0,55,18,6,com,1
2453,jpvsfuneqfugir.net,0,0,0,42,18,6,net,1
2454,kawsvaryapbkqw.biz,0,0,0,31,18,6,biz,1
2455,kkgwflskegrtrh.ru,0,0,0,14,17,6,ru,1
2456,luhwvqwfnqxxqd.org,0,0,0,13,18,6,org,1
2457,nnbujcdmnxneph.co.uk,0,0,0,29,20,11,uk,1
2458,oxcuahhhwitixf.info,0,0,0,64,19,6,info,1
2459,oilyjsisbykrre.com,0,0,0,42,18,6,com,1
2460,psmyaxmnkjqvqs.net,0,0,0,13,18,6,net,1
2461,ptnvsjhwlegeac.biz,0,0,0,31,18,6,biz,1
