domain,VT_scan,isNXDomain,perNumChars,VtoC,lenDomain,SymToChar,TLD,class
ca09f9e6.eu,0,0,36,200,11,17,eu,1
a378efac.eu,0,0,27,250,11,14,eu,1
f0a1ccbc.eu,1,0,18,60,11,12,eu,1
1bc488c9.eu,0,0,45,67,11,20,eu,1
481dabd9.eu,0,0,36,100,11,17,eu,1
b1cd4042.eu,0,0,45,67,11,20,eu,1
2c1a78fb.eu,0,0,36,100,11,17,eu,1
7fc35beb.eu,0,0,27,75,11,14,eu,1
94a61f9e.eu,0,0,45,400,11,20,eu,1
c77f3c8e.eu,0,0,36,100,11,17,eu,1
8613b070.eu,0,0,64,200,11,33,eu,1
d5ca9360.eu,0,0,45,150,11,20,eu,1
3eafd715.eu,0,0,36,200,11,17,eu,1
6d76f405.eu,0,0,55,100,11,25,eu,1
66ccc743.eu,0,0,45,67,11,20,eu,1
de70a026.eu,0,0,45,400,11,20,eu,1
8da98336.eu,0,0,55,300,11,25,eu,1
9e18c61c.eu,0,0,45,150,11,20,eu,1
cdc1e50c.eu,0,0,27,75,11,14,eu,1
757d8269.eu,0,0,64,200,11,33,eu,1
7b1a61ff.eu,0,0,36,100,11,17,eu,1
28c342ef.eu,0,0,45,150,11,20,eu,1
69afce11.eu,0,0,36,200,11,17,eu,1
3a76ed01.eu,0,0,45,400,11,20,eu,1
d113a974.eu,0,0,55,300,11,25,eu,1
82ca8a64.eu,0,0,45,400,11,20,eu,1
4cc491cd.eu,0,0,36,50,11,17,eu,1
1f1db2dd.eu,0,0,27,40,11,14,eu,1
f478f6a8.eu,0,0,45,150,11,20,eu,1
a7a1d5b8.eu,0,0,36,200,11,17,eu,1
e6cd5946.eu,0,0,45,150,11,20,eu,1
b5147a56.eu,0,0,55,300,11,25,eu,1
da81d33.eu,0,0,40,150,10,20,eu,1
55cb0d65.eu,0,0,45,67,11,20,eu,1
beae4910.eu,0,0,36,500,11,17,eu,1
ed776a00.eu,0,0,45,400,11,20,eu,1
42af9ec8.eu,0,0,36,200,11,17,eu,1
1176bdd8.eu,0,0,45,67,11,20,eu,1
fa13f9ad.eu,0,0,27,133,11,14,eu,1
a9cadabd.eu,0,0,9,125,11,11,eu,1
bb7f7553.eu,0,0,45,67,11,20,eu,1
3c31236.eu,0,0,60,200,10,33,eu,1
cdcd099f.eu,0,0,27,40,11,14,eu,1
9e142a8f.eu,0,0,45,400,11,20,eu,1
75716efa.eu,0,0,45,400,11,20,eu,1
26a84dea.eu,0,0,36,500,11,17,eu,1
67c4c114.eu,0,0,55,100,11,25,eu,1
341de204.eu,0,0,55,300,11,25,eu,1
df78a671.eu,0,0,45,150,11,20,eu,1
8ca18561.eu,0,0,55,300,11,25,eu,1
871bb627.eu,0,0,55,100,11,25,eu,1
d4c29537.eu,0,0,55,100,11,25,eu,1
3fa7d142.eu,0,0,45,150,11,20,eu,1
6c7ef252.eu,0,0,45,150,11,20,eu,1
50fe418.eu,0,0,50,300,10,25,eu,1
56d6c708.eu,0,0,55,100,11,25,eu,1
bdb3837d.eu,0,0,36,50,11,17,eu,1
ee6aa06d.eu,0,0,27,600,11,14,eu,1
