domain,VT_scan,isNXDomain,perNumChars,VtoC,lenDomain,SymToChar,TLD,class
952ded86.eu,0,0,45,150,11,20,eu,1
c6f4ce96.eu,0,0,36,100,11,17,eu,1
cd4efdd0.eu,0,0,18,60,11,12,eu,1
9e97dec0.eu,0,0,36,200,11,17,eu,1
75f29ab5.eu,0,0,45,150,11,20,eu,1
262bb9a5.eu,0,0,45,150,11,20,eu,1
e4d8957c.eu,0,0,45,150,11,20,eu,1
b701b66c.eu,0,0,45,67,11,20,eu,1
5c64f219.eu,0,0,55,100,11,25,eu,1
fbdd109.eu,0,0,30,50,10,17,eu,1
4ed15df7.eu,0,0,36,100,11,17,eu,1
1d087ee7.eu,0,0,45,400,11,20,eu,1
f66d3a92.eu,0,0,45,150,11,20,eu,1
a5b41982.eu,0,0,55,300,11,25,eu,1
6bba022b.eu,0,0,36,100,11,17,eu,1
3863213b.eu,0,0,64,200,11,33,eu,1
d306654e.eu,0,0,55,300,11,25,eu,1
80df465e.eu,0,0,45,150,11,20,eu,1
c1b3caa0.eu,0,0,27,133,11,14,eu,1
926ae9b0.eu,0,0,45,400,11,20,eu,1
790fadc5.eu,0,0,36,100,11,17,eu,1
2ad68ed5.eu,0,0,36,200,11,17,eu,1
216cbd93.eu,0,0,45,67,11,20,eu,1
72b59e83.eu,0,0,55,300,11,25,eu,1
99d0daf6.eu,0,0,36,100,11,17,eu,1
