domain,VT_scan,isNXDomain,perNumChars,VtoC,lenDomain,SymToChar,TLD,class
c291571954fcf33c9141a9c910afb821.co.cc,0,0,58,27,38,14,cc,1
dcf9e453c4620e2e475a28afd9f5bb7c.org,0,0,47,50,36,6,org,1
d5d4b7fa8367c15d63cd3828162eafe1.org,0,0,53,45,36,6,org,1
d5d4b7fa8367c15d63cd3828162eafe1.co.cc,0,0,50,42,38,12,cc,1
d4c07fb2404efc907a80065f06ff0d44.org,0,0,56,25,36,7,org,1
d4c07fb2404efc907a80065f06ff0d44.co.cc,0,0,53,23,38,12,cc,1
6730f1f6c6b565eb96ae3d7e8859d7ea.co.cc,0,0,50,70,38,12,cc,1
b63b4a361c469e9cacca36bb72bfc43b.org,0,0,44,36,36,5,org,1
b63b4a361c469e9cacca36bb72bfc43b.co.cc,0,0,42,33,38,10,cc,1
a3afdc9ede3777cc274dbe8b0fd9dce3.org,0,0,36,47,36,5,org,1
087666567a3932429ee485f659f2a9df.org,0,0,67,83,36,9,org,1
087666567a3932429ee485f659f2a9df.co.cc,0,0,63,71,38,17,cc,1
7550e0b6b74b3a52b9984d34d3b948c1.org,0,0,61,30,36,8,org,1
7550e0b6b74b3a52b9984d34d3b948c1.co.cc,0,0,58,27,38,14,cc,1
60bfab71dd61d17e5a059a6a36c587ba.co.cc,0,0,47,64,38,11,cc,1
861b8c6a992c007a848d0c811f552968.org,0,0,67,38,36,9,org,1
861b8c6a992c007a848d0c811f552968.co.cc,0,0,63,33,38,17,cc,1
e553cc313a3610556a85d07ede136759.org,0,0,64,100,36,8,org,1
5775e4ad2075b115ff65630fc050110f.org,0,0,64,33,36,8,org,1
5775e4ad2075b115ff65630fc050110f.co.cc,0,0,61,30,38,15,cc,1
5fc9a5e55b60d5b822d5fe470b091962.org,0,0,58,40,36,7,org,1
5fc9a5e55b60d5b822d5fe470b091962.co.cc,0,0,55,36,38,13,cc,1
307d0502d6bd35b14c69256b5ff53dac.co.cc,0,0,53,14,38,12,cc,1
8be5aca244dfe45b6e966c1522888b44.org,0,0,56,67,36,7,org,1
8be5aca244dfe45b6e966c1522888b44.co.cc,0,0,53,60,38,12,cc,1
52d0eb443b56b96ab2c101df7dbb72f5.org,0,0,50,21,36,6,org,1
4a9cbca8d0c916b35f5e62b403482e82.org,0,0,56,50,36,7,org,1
4a9cbca8d0c916b35f5e62b403482e82.co.cc,0,0,53,45,38,12,cc,1
a3c691d2f10af6f6ab1109f577836b02.org,0,0,58,40,36,7,org,1
a3c691d2f10af6f6ab1109f577836b02.co.cc,0,0,55,36,38,13,cc,1
8adb5ccc5b2eb022a2c9aa42db3d4c74.co.cc,0,0,39,40,38,10,cc,1
67a641ed230c014ed2d1520e3f1ba70b.org,0,0,56,67,36,7,org,1
67a641ed230c014ed2d1520e3f1ba70b.co.cc,0,0,53,60,38,12,cc,1
9a0a41f7743ad6f32b45765ec2bf7652.org,0,0,58,56,36,7,org,1
a2408cbf6aebb20c5b036ee54198f91a.org,0,0,50,70,36,6,org,1
a2408cbf6aebb20c5b036ee54198f91a.co.cc,0,0,47,64,38,11,cc,1
870afcbc3a6bdce7ba9304e40111b014.org,0,0,50,55,36,6,org,1
870afcbc3a6bdce7ba9304e40111b014.co.cc,0,0,47,50,38,11,cc,1
b23bb847fc9855f5fb496851e1728d71.co.cc,0,0,58,17,38,14,cc,1
33c3ceb187a726ebfd6a3fb609bc93e1.org,0,0,47,50,36,6,org,1
33c3ceb187a726ebfd6a3fb609bc93e1.co.cc,0,0,45,46,38,11,cc,1
4bd291d5db6741a52fda854a82571007.org,0,0,61,44,36,8,org,1
7cfb1afe7daef4d84a9e7f13bc7f24d9.org,0,0,39,50,36,5,org,1
7cfb1afe7daef4d84a9e7f13bc7f24d9.co.cc,0,0,37,47,38,9,cc,1
4282c41eacdadb07a25ad2a99a292af8.org,0,0,47,100,36,6,org,1
4282c41eacdadb07a25ad2a99a292af8.co.cc,0,0,45,90,38,11,cc,1
0d84d8033783857bd636b1c2fddfdd91.co.cc,0,0,53,7,38,12,cc,1
b7a8b33957a2f95105353aa1873aebda.org,0,0,56,114,36,7,org,1
b7a8b33957a2f95105353aa1873aebda.co.cc,0,0,53,100,38,12,cc,1
7b65627087753644a4ea4736186aa04a.org,0,0,69,233,36,10,org,1
54c8be3dd8dca04d9095c0b26826644f.org,0,0,56,25,36,7,org,1
54c8be3dd8dca04d9095c0b26826644f.co.cc,0,0,53,23,38,12,cc,1
05d71872d33d4fd55a1b8b89bee3b849.org,0,0,56,36,36,7,org,1
05d71872d33d4fd55a1b8b89bee3b849.co.cc,0,0,53,33,38,12,cc,1
931e2d230ee647e49abe3ee15cd37a16.co.cc,0,0,50,143,38,12,cc,1
8f6b714fb989b15dafddcc861e13196b.org,0,0,50,21,36,6,org,1
8f6b714fb989b15dafddcc861e13196b.co.cc,0,0,47,20,38,11,cc,1
1a17c107c84eb3a251f4513b387d3b00.org,0,0,61,44,36,8,org,1
c3646ec60b96fb587c42b2b6e4889469.org,0,0,61,30,36,8,org,1
c3646ec60b96fb587c42b2b6e4889469.co.cc,0,0,58,27,38,14,cc,1
14e9b6f47c37ac34dc6402b742b64e7a.org,0,0,56,50,36,7,org,1
14e9b6f47c37ac34dc6402b742b64e7a.co.cc,0,0,53,45,38,12,cc,1
09ee779f10ca8c6df45861df9a49004e.co.cc,0,0,53,60,38,12,cc,1
125572889d7c6d95131d8d9a75bb1f43.org,0,0,64,20,36,8,org,1
125572889d7c6d95131d8d9a75bb1f43.co.cc,0,0,61,18,38,15,cc,1
041ff321385e66f5b45e38027acaa3a1.org,0,0,58,100,36,7,org,1
9fbf561bb96bfe826ecf020ed1e798c0.org,0,0,47,38,36,6,org,1
9fbf561bb96bfe826ecf020ed1e798c0.co.cc,0,0,45,36,38,11,cc,1
3b2dfc0b1ec719c8277767b438032b4e.org,0,0,58,27,36,7,org,1
3b2dfc0b1ec719c8277767b438032b4e.co.cc,0,0,55,25,38,13,cc,1
61b2fd944c75322a1e11cfc16b930741.co.cc,0,0,58,27,38,14,cc,1
60daf3c9f9abe50739179d87a88e20ba.org,0,0,53,78,36,6,org,1
60daf3c9f9abe50739179d87a88e20ba.co.cc,0,0,50,70,38,12,cc,1
6c9e4d50f3401458f57a2be52cce5fce.org,0,0,50,55,36,6,org,1
370eb711155f9c722f1ea53a39e4d12a.org,0,0,58,100,36,7,org,1
370eb711155f9c722f1ea53a39e4d12a.co.cc,0,0,55,88,38,13,cc,1
5ee8ee7fb8e0abad8e8037f8b17c1f9b.org,0,0,42,82,36,5,org,1
5ee8ee7fb8e0abad8e8037f8b17c1f9b.co.cc,0,0,39,75,38,10,cc,1
41a9c11169edb067a8574039bffd1159.co.cc,0,0,58,40,38,14,cc,1
5ce79242bc431bb603cdcf3cce973381.org,0,0,53,23,36,6,org,1
5ce79242bc431bb603cdcf3cce973381.co.cc,0,0,50,21,38,12,cc,1
d7f8b62fe1b28cbab5d4fbefb021cbe7.org,0,0,36,29,36,5,org,1
11f17b52039452e364bd4241901bc825.org,0,0,69,25,36,10,org,1
11f17b52039452e364bd4241901bc825.co.cc,0,0,66,22,38,18,cc,1
7ebaeed16d4f157ee0f361f88dfb8f5a.org,0,0,42,67,36,5,org,1
7ebaeed16d4f157ee0f361f88dfb8f5a.co.cc,0,0,39,62,38,10,cc,1
93d127953dc2567f3418037209c9d677.co.cc,0,0,68,11,38,20,cc,1
12eab6b453a7b53470c8892744d1d305.org,0,0,64,50,36,8,org,1
12eab6b453a7b53470c8892744d1d305.co.cc,0,0,61,44,38,15,cc,1
4d20cf403f29fa4e375de4522b2a3cd2.org,0,0,53,45,36,6,org,1
da13c70f0c2780a2d30caa1ae00dbf21.org,0,0,47,64,36,6,org,1
da13c70f0c2780a2d30caa1ae00dbf21.co.cc,0,0,45,58,38,11,cc,1
df8481ddbb17fcb6a52ac16df3da44e6.org,0,0,42,33,36,5,org,1
df8481ddbb17fcb6a52ac16df3da44e6.co.cc,0,0,39,31,38,10,cc,1
02020a8ca66747706a89c37e33f87026.co.cc,0,0,66,83,38,18,cc,1
a89d87419aa7de0195329040086830cb.org,0,0,67,83,36,9,org,1
a89d87419aa7de0195329040086830cb.co.cc,0,0,63,71,38,17,cc,1
514dc538da23841604ce1b05b292550d.org,0,0,64,33,36,8,org,1
1b06ce6be9a74f2f1859f10ed81a8006.org,0,0,56,67,36,7,org,1
1b06ce6be9a74f2f1859f10ed81a8006.co.cc,0,0,53,60,38,12,cc,1
396d98ef2243fce4bb6bbc5f04d03e40.org,0,0,50,31,36,6,org,1
396d98ef2243fce4bb6bbc5f04d03e40.co.cc,0,0,47,29,38,11,cc,1
8722a5c1b2196a583e9bda9e897d8699.co.cc,0,0,58,75,38,14,cc,1
90a84e8604a4492ac35f07075d482bb9.org,0,0,64,71,36,8,org,1
90a84e8604a4492ac35f07075d482bb9.co.cc,0,0,61,62,38,15,cc,1
278b52d3520f04eb55fcb17c51697fde.org,0,0,56,25,36,7,org,1
ceb2c5fa69aab90a2806c40159821be1.org,0,0,53,78,36,6,org,1
ceb2c5fa69aab90a2806c40159821be1.co.cc,0,0,50,70,38,12,cc,1
a57ff012f0b553b5794c145b8c6594f5.org,0,0,61,18,36,8,org,1
a57ff012f0b553b5794c145b8c6594f5.co.cc,0,0,58,17,38,14,cc,1
b633ca8b4f94f7931c8914a387de34c7.co.cc,0,0,55,36,38,13,cc,1
42156683d19334f9bf4385e753fae35f.org,0,0,64,50,36,8,org,1
42156683d19334f9bf4385e753fae35f.co.cc,0,0,61,44,38,15,cc,1
e8073658ef64c210af649aeaa3570527.org,0,0,61,160,36,8,org,1
90045632de03868489fca13dfcc2219f.org,0,0,61,30,36,8,org,1
90045632de03868489fca13dfcc2219f.co.cc,0,0,58,27,38,14,cc,1
2b93d2e204c5ad8dc5bdaf78bddfd3b4.org,0,0,39,24,36,5,org,1
2b93d2e204c5ad8dc5bdaf78bddfd3b4.co.cc,0,0,37,22,38,9,cc,1
c6789ae4a722cc2af893a646c335730f.co.cc,0,0,55,67,38,13,cc,1
ef02b46befcd280886b05ff35cd5c7c6.org,0,0,47,20,36,6,org,1
ef02b46befcd280886b05ff35cd5c7c6.co.cc,0,0,45,19,38,11,cc,1
15243d9151567a0293a999d98727894c.org,0,0,75,60,36,12,org,1
e21a6a06b3418348710eae5d5e71752f.org,0,0,61,160,36,8,org,1
e21a6a06b3418348710eae5d5e71752f.co.cc,0,0,58,133,38,14,cc,1
1eacfdddcc17d2a8acca7f1c53a55b75.org,0,0,36,47,36,5,org,1
1eacfdddcc17d2a8acca7f1c53a55b75.co.cc,0,0,34,44,38,9,cc,1
c16f56eec4d60aecdef2600694938bbe.co.cc,0,0,45,58,38,11,cc,1
edb11b3e7cd840ae97a54d84e99019c1.org,0,0,53,78,36,6,org,1
edb11b3e7cd840ae97a54d84e99019c1.co.cc,0,0,50,70,38,12,cc,1
6ed951c5b82ba7d9b444b5b9cd2855e5.org,0,0,53,33,36,6,org,1
e8382005c38b4a7cb43d35a306ebcc4b.org,0,0,53,45,36,6,org,1
e8382005c38b4a7cb43d35a306ebcc4b.co.cc,0,0,50,42,38,12,cc,1
28432d0908aaf90bdc60b0780549326e.org,0,0,64,50,36,8,org,1
28432d0908aaf90bdc60b0780549326e.co.cc,0,0,61,44,38,15,cc,1
e9d3950eee31838dfdda57c140e1c999.co.cc,0,0,50,70,38,12,cc,1
003fe1ff9afb29ef279c9845ff118b89.org,0,0,53,33,36,6,org,1
003fe1ff9afb29ef279c9845ff118b89.co.cc,0,0,50,31,38,12,cc,1
bbc01e47cd7bff24ca3f919f2043d304.org,0,0,50,21,36,6,org,1
a795c2b0d87525dbb72217ac7852a48a.org,0,0,58,56,36,7,org,1
a795c2b0d87525dbb72217ac7852a48a.co.cc,0,0,55,50,38,13,cc,1
6d54ada00c4e0b94fc17c39a61d77eb1.org,0,0,50,55,36,6,org,1
6d54ada00c4e0b94fc17c39a61d77eb1.co.cc,0,0,47,50,38,11,cc,1
a0716a19cdc7e297d28370d9932bd6d0.co.cc,0,0,55,36,38,13,cc,1
04a6842448987414adab66083a39a498.org,0,0,69,150,36,10,org,1
04a6842448987414adab66083a39a498.co.cc,0,0,66,120,38,18,cc,1
88ba6005449ddcbac902384830143898.org,0,0,67,38,36,9,org,1
0bb4ff31d6c39ff120c6f20d62192a4c.org,0,0,53,14,36,6,org,1
0bb4ff31d6c39ff120c6f20d62192a4c.co.cc,0,0,50,13,38,12,cc,1
0ef30d2bd51f286cf0bcc151a59fc391.org,0,0,50,21,36,6,org,1
0ef30d2bd51f286cf0bcc151a59fc391.co.cc,0,0,47,20,38,11,cc,1
0e3335eb80ba3f08ed638c6c1d2c134f.co.cc,0,0,50,42,38,12,cc,1
fd95e5aeedd755b67c3ac33cfffeb072.org,0,0,39,50,36,5,org,1
fd95e5aeedd755b67c3ac33cfffeb072.co.cc,0,0,37,47,38,9,cc,1
9cc0cb9e7263c64ae3988ffe230d2029.org,0,0,56,50,36,7,org,1
4e6e7558b84c2180185cfc1a3b3c1d98.org,0,0,58,40,36,7,org,1
4e6e7558b84c2180185cfc1a3b3c1d98.co.cc,0,0,55,36,38,13,cc,1
373103688f72f17e4414a6668dafcb14.org,0,0,64,50,36,8,org,1
373103688f72f17e4414a6668dafcb14.co.cc,0,0,61,44,38,15,cc,1
a7883c9c072e0408fbc65a08de02b78b.co.cc,0,0,53,45,38,12,cc,1
7d8ad0c63fd57f7c95d8dad810b4f562.org,0,0,50,21,36,6,org,1
7d8ad0c63fd57f7c95d8dad810b4f562.co.cc,0,0,47,20,38,11,cc,1
598561bd12052601b7eb371483fe6a01.org,0,0,67,57,36,9,org,1
7b17153579aca9a21ce38c93665cdb21.org,0,0,58,56,36,7,org,1
7b17153579aca9a21ce38c93665cdb21.co.cc,0,0,55,50,38,13,cc,1
537cbe7f0a9afd3a1ec81a8243076509.org,0,0,56,88,36,7,org,1
537cbe7f0a9afd3a1ec81a8243076509.co.cc,0,0,53,78,38,12,cc,1
21d201cb2db4b77c3dffbed1b893fd36.co.cc,0,0,42,11,38,10,cc,1
fd7a01dde6a6c648a04e31e2f2eca142.org,0,0,47,100,36,6,org,1
fd7a01dde6a6c648a04e31e2f2eca142.co.cc,0,0,45,90,38,11,cc,1
b71b9885c0e157c7096635224d28f07a.org,0,0,67,38,36,9,org,1
c43dc1ce6cf9bbf8a945fcfd0175b443.org,0,0,44,19,36,5,org,1
c43dc1ce6cf9bbf8a945fcfd0175b443.co.cc,0,0,42,18,38,10,cc,1
698c7e66cdb9e52cb0cac0bcf84af425.org,0,0,44,36,36,5,org,1
698c7e66cdb9e52cb0cac0bcf84af425.co.cc,0,0,42,33,38,10,cc,1
558267c875f24ff60ebf9398058fa8cc.co.cc,0,0,55,25,38,13,cc,1
574730e065bd9c02037508c8a965c299.org,0,0,69,43,36,10,org,1
574730e065bd9c02037508c8a965c299.co.cc,0,0,66,38,38,18,cc,1
9670c039980fbe4e82e6fcb5bc732722.org,0,0,58,40,36,7,org,1
